Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
CHICAGO CUBS,Rafael Ortega,batted-ball,Batter,Handedness,2022,vs L as L,1.00,6.7%,46.7%,46.7%,28.6%,0.0%,0.0%,0.0%,6.7%,46.7%,46.7%,46.7%,53.3%,0.0%,78,29,49
CHICAGO CUBS,Rafael Ortega,batted-ball,Batter,Handedness,2022,vs R as L,0.77,23.1%,33.6%,43.4%,8.1%,6.5%,2.1%,50.0%,49.0%,28.3%,22.8%,14.5%,56.6%,29.0%,879,351,528
CHICAGO CUBS,Rafael Ortega,batted-ball,Batter,Handedness,2022,vs L,1.00,6.7%,46.7%,46.7%,28.6%,0.0%,0.0%,0.0%,6.7%,46.7%,46.7%,46.7%,53.3%,0.0%,78,29,49
CHICAGO CUBS,Rafael Ortega,batted-ball,Batter,Handedness,2022,vs R,0.77,23.1%,33.6%,43.4%,8.1%,6.5%,2.1%,50.0%,49.0%,28.3%,22.8%,14.5%,56.6%,29.0%,879,351,528
CHICAGO CUBS,Willson Contreras,batted-ball,Batter,Handedness,2022,vs L as R,1.05,17.3%,42.3%,40.4%,14.3%,33.3%,4.5%,0.0%,40.4%,28.8%,30.8%,17.3%,40.4%,42.3%,315,114,201
CHICAGO CUBS,Willson Contreras,batted-ball,Batter,Handedness,2022,vs R as R,1.74,15.7%,53.6%,30.7%,12.8%,12.8%,9.8%,0.0%,43.1%,34.0%,22.9%,14.4%,41.2%,44.4%,905,337,568
CHICAGO CUBS,Willson Contreras,batted-ball,Batter,Handedness,2022,vs L,1.05,17.3%,42.3%,40.4%,14.3%,33.3%,4.5%,0.0%,40.4%,28.8%,30.8%,17.3%,40.4%,42.3%,315,114,201
CHICAGO CUBS,Willson Contreras,batted-ball,Batter,Handedness,2022,vs R,1.74,15.7%,53.6%,30.7%,12.8%,12.8%,9.8%,0.0%,43.1%,34.0%,22.9%,14.4%,41.2%,44.4%,905,337,568
CHICAGO CUBS,Ian Happ,batted-ball,Batter,Handedness,2022,vs R as L,1.41,20.9%,46.3%,32.8%,6.9%,12.1%,7.3%,0.0%,41.2%,35.6%,23.2%,11.9%,54.8%,33.3%,1103,437,666
CHICAGO CUBS,Ian Happ,batted-ball,Batter,Handedness,2022,vs L as R,2.15,21.2%,53.8%,25.0%,7.7%,15.4%,17.9%,0.0%,46.2%,28.8%,25.0%,23.1%,48.1%,28.8%,301,108,193
