Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
SAN FRANCISCO GIANTS,LaMonte Wade Jr.,advanced,Batter,Handedness,2022,vs L as L,0.0%,8.3%,0.00,.091,.083,.091,.174,.000,.091,-1,-2.3,.074,-58
SAN FRANCISCO GIANTS,LaMonte Wade Jr.,advanced,Batter,Handedness,2022,vs R as L,14.0%,15.8%,0.89,.213,.351,.362,.713,.149,.222,7,0.7,.325,112
SAN FRANCISCO GIANTS,LaMonte Wade Jr.,advanced,Batter,Handedness,2022,vs L,0.0%,8.3%,0.00,.091,.083,.091,.174,.000,.091,-1,-2.3,.074,-58
SAN FRANCISCO GIANTS,LaMonte Wade Jr.,advanced,Batter,Handedness,2022,vs R,14.0%,15.8%,0.89,.213,.351,.362,.713,.149,.222,7,0.7,.325,112
SAN FRANCISCO GIANTS,Joc Pederson,advanced,Batter,Handedness,2022,vs L as L,2.9%,29.4%,0.10,.219,.235,.438,.673,.219,.238,3,-0.7,.283,84
SAN FRANCISCO GIANTS,Joc Pederson,advanced,Batter,Handedness,2022,vs R as L,10.0%,20.5%,0.49,.262,.347,.545,.892,.283,.263,37,11.6,.377,147
SAN FRANCISCO GIANTS,Joc Pederson,advanced,Batter,Handedness,2022,vs L,2.9%,29.4%,0.10,.219,.235,.438,.673,.219,.238,3,-0.7,.283,84
SAN FRANCISCO GIANTS,Joc Pederson,advanced,Batter,Handedness,2022,vs R,10.0%,20.5%,0.49,.262,.347,.545,.892,.283,.263,37,11.6,.377,147
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs L as R,10.4%,18.8%,0.56,.225,.333,.400,.733,.175,.246,12,0.8,.321,109
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs R as R,9.7%,14.5%,0.67,.262,.339,.455,.795,.193,.273,33,6.6,.347,127
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs L,10.4%,18.8%,0.56,.225,.333,.400,.733,.175,.246,12,0.8,.321,109
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs R,9.7%,14.5%,0.67,.262,.339,.455,.795,.193,.273,33,6.6,.347,127
SAN FRANCISCO GIANTS,Brandon Belt,advanced,Batter,Handedness,2022,vs L as L,20.0%,25.0%,0.80,.161,.350,.258,.608,.097,.200,4,-0.4,.296,92
