Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
MILWAUKEE BREWERS,Christian Yelich,batted-ball,Batter,Handedness,2022,vs L as L,4.25,13.7%,69.9%,16.4%,16.7%,16.7%,11.8%,0.0%,44.6%,25.7%,29.7%,21.6%,45.9%,32.4%,413,157,256
MILWAUKEE BREWERS,Christian Yelich,batted-ball,Batter,Handedness,2022,vs R as L,1.57,19.2%,49.4%,31.4%,4.1%,12.2%,5.2%,50.0%,32.9%,39.9%,27.2%,10.1%,55.7%,34.2%,1120,454,666
MILWAUKEE BREWERS,Christian Yelich,batted-ball,Batter,Handedness,2022,vs L,4.25,13.7%,69.9%,16.4%,16.7%,16.7%,11.8%,0.0%,44.6%,25.7%,29.7%,21.6%,45.9%,32.4%,413,157,256
MILWAUKEE BREWERS,Christian Yelich,batted-ball,Batter,Handedness,2022,vs R,1.57,19.2%,49.4%,31.4%,4.1%,12.2%,5.2%,50.0%,32.9%,39.9%,27.2%,10.1%,55.7%,34.2%,1120,454,666
MILWAUKEE BREWERS,Willy Adames,batted-ball,Batter,Handedness,2022,vs L as R,0.46,16.7%,26.2%,57.1%,4.2%,16.7%,0.0%,0.0%,35.7%,35.7%,28.6%,19.0%,40.5%,40.5%,270,98,172
MILWAUKEE BREWERS,Willy Adames,batted-ball,Batter,Handedness,2022,vs R as R,0.76,19.0%,35.0%,46.0%,11.1%,22.2%,8.3%,0.0%,43.8%,32.8%,23.4%,14.6%,51.1%,34.3%,891,331,560
MILWAUKEE BREWERS,Willy Adames,batted-ball,Batter,Handedness,2022,vs L,0.46,16.7%,26.2%,57.1%,4.2%,16.7%,0.0%,0.0%,35.7%,35.7%,28.6%,19.0%,40.5%,40.5%,270,98,172
MILWAUKEE BREWERS,Willy Adames,batted-ball,Batter,Handedness,2022,vs R,0.76,19.0%,35.0%,46.0%,11.1%,22.2%,8.3%,0.0%,43.8%,32.8%,23.4%,14.6%,51.1%,34.3%,891,331,560
MILWAUKEE BREWERS,Rowdy Tellez,batted-ball,Batter,Handedness,2022,vs L as L,0.86,13.3%,40.0%,46.7%,14.3%,9.5%,11.1%,0.0%,22.2%,48.9%,28.9%,24.4%,44.4%,31.1%,309,115,194
MILWAUKEE BREWERS,Rowdy Tellez,batted-ball,Batter,Handedness,2022,vs R as L,0.89,15.3%,39.9%,44.8%,11.0%,18.3%,2.7%,0.0%,44.8%,37.2%,18.0%,17.5%,44.3%,38.3%,999,383,616
