Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
DETROIT TIGERS,Riley Greene,advanced,Batter,Handedness,2022,vs L as L,6.1%,24.2%,0.25,0.258,0.303,0.355,0.658,0.097,0.348,3,-0.5,0.289,87
DETROIT TIGERS,Riley Greene,advanced,Batter,Handedness,2022,vs R as L,15.5%,18.3%,0.85,0.25,0.366,0.333,0.7,0.083,0.304,9,0.6,0.321,109
DETROIT TIGERS,Riley Greene,advanced,Batter,Handedness,2022,vs L,6.1%,24.2%,0.25,0.258,0.303,0.355,0.658,0.097,0.348,3,-0.5,0.289,87
DETROIT TIGERS,Riley Greene,advanced,Batter,Handedness,2022,vs R,15.5%,18.3%,0.85,0.25,0.366,0.333,0.7,0.083,0.304,9,0.6,0.321,109
DETROIT TIGERS,Javier Báez,advanced,Batter,Handedness,2022,vs L as R,1.4%,17.8%,0.08,0.338,0.342,0.592,0.934,0.254,0.386,13,4.9,0.394,160
DETROIT TIGERS,Javier Báez,advanced,Batter,Handedness,2022,vs R as R,5.1%,26.5%,0.19,0.174,0.222,0.311,0.533,0.137,0.205,13,-14.0,0.235,49
DETROIT TIGERS,Javier Báez,advanced,Batter,Handedness,2022,vs L,1.4%,17.8%,0.08,0.338,0.342,0.592,0.934,0.254,0.386,13,4.9,0.394,160
DETROIT TIGERS,Javier Báez,advanced,Batter,Handedness,2022,vs R,5.1%,26.5%,0.19,0.174,0.222,0.311,0.533,0.137,0.205,13,-14.0,0.235,49
DETROIT TIGERS,Miguel Cabrera,advanced,Batter,Handedness,2022,vs L as R,12.2%,19.5%,0.63,0.357,0.427,0.371,0.798,0.014,0.446,12,2.6,0.35,129
DETROIT TIGERS,Miguel Cabrera,advanced,Batter,Handedness,2022,vs R as R,2.8%,26.9%,0.1,0.263,0.287,0.341,0.629,0.078,0.347,19,-5.9,0.276,77
DETROIT TIGERS,Miguel Cabrera,advanced,Batter,Handedness,2022,vs L,12.2%,19.5%,0.63,0.357,0.427,0.371,0.798,0.014,0.446,12,2.6,0.35,129
DETROIT TIGERS,Miguel Cabrera,advanced,Batter,Handedness,2022,vs R,2.8%,26.9%,0.1,0.263,0.287,0.341,0.629,0.078,0.347,19,-5.9,0.276,77
DETROIT TIGERS,Jonathan Schoop,advanced,Batter,Handedness,2022,vs L as R,3.8%,20.3%,0.19,0.2,0.228,0.28,0.508,0.08,0.237,3,-5.8,0.217,36
DETROIT TIGERS,Jonathan Schoop,advanced,Batter,Handedness,2022,vs R as R,3.6%,19.4%,0.18,0.221,0.258,0.338,0.595,0.117,0.258,19,-9.7,0.262,68
DETROIT TIGERS,Jonathan Schoop,advanced,Batter,Handedness,2022,vs L,3.8%,20.3%,0.19,0.2,0.228,0.28,0.508,0.08,0.237,3,-5.8,0.217,36
DETROIT TIGERS,Jonathan Schoop,advanced,Batter,Handedness,2022,vs R,3.6%,19.4%,0.18,0.221,0.258,0.338,0.595,0.117,0.258,19,-9.7,0.262,68
DETROIT TIGERS,Jeimer Candelario,advanced,Batter,Handedness,2022,vs R as L,6.7%,24.2%,0.28,0.198,0.268,0.316,0.584,0.119,0.246,15,-7.4,0.262,68
DETROIT TIGERS,Jeimer Candelario,advanced,Batter,Handedness,2022,vs L as R,4.8%,24.2%,0.2,0.169,0.21,0.305,0.515,0.136,0.19,3,-4.1,0.226,43
DETROIT TIGERS,Jeimer Candelario,advanced,Batter,Handedness,2022,vs L,4.8%,24.2%,0.2,0.169,0.21,0.305,0.515,0.136,0.19,3,-4.1,0.226,43
DETROIT TIGERS,Jeimer Candelario,advanced,Batter,Handedness,2022,vs R,6.7%,24.2%,0.28,0.198,0.268,0.316,0.584,0.119,0.246,15,-7.4,0.262,68
DETROIT TIGERS,Spencer Torkelson,advanced,Batter,Handedness,2022,vs L as R,7.8%,20.8%,0.38,0.197,0.26,0.31,0.57,0.113,0.241,5,-3.4,0.254,62
DETROIT TIGERS,Spencer Torkelson,advanced,Batter,Handedness,2022,vs R as R,10.9%,27.0%,0.4,0.202,0.299,0.301,0.599,0.098,0.266,18,-6.1,0.274,76
DETROIT TIGERS,Spencer Torkelson,advanced,Batter,Handedness,2022,vs L,7.8%,20.8%,0.38,0.197,0.26,0.31,0.57,0.113,0.241,5,-3.4,0.254,62
DETROIT TIGERS,Spencer Torkelson,advanced,Batter,Handedness,2022,vs R,10.9%,27.0%,0.4,0.202,0.299,0.301,0.599,0.098,0.266,18,-6.1,0.274,76
