Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
WASHINGTON NATIONALS,Luis García,batted-ball,Batter,Handedness,2022,vs L as L,7.33,26.5%,64.7%,8.8%,0.0%,0.0%,4.5%,0.0%,41.2%,38.2%,20.6%,26.5%,50.0%,23.5%,152,41,111
WASHINGTON NATIONALS,Luis García,batted-ball,Batter,Handedness,2022,vs R as L,1.36,16.5%,48.1%,35.4%,0.0%,7.1%,0.0%,0.0%,30.4%,45.6%,24.1%,6.3%,55.7%,38.0%,357,99,258
WASHINGTON NATIONALS,Luis García,batted-ball,Batter,Handedness,2022,vs L,7.33,26.5%,64.7%,8.8%,0.0%,0.0%,4.5%,0.0%,41.2%,38.2%,20.6%,26.5%,50.0%,23.5%,152,41,111
WASHINGTON NATIONALS,Luis García,batted-ball,Batter,Handedness,2022,vs R,1.36,16.5%,48.1%,35.4%,0.0%,7.1%,0.0%,0.0%,30.4%,45.6%,24.1%,6.3%,55.7%,38.0%,357,99,258
WASHINGTON NATIONALS,Josh Bell,batted-ball,Batter,Handedness,2022,vs R as L,1.67,19.0%,50.6%,30.4%,7.8%,13.7%,4.7%,0.0%,44.6%,33.9%,21.4%,17.9%,51.2%,31.0%,866,340,526
WASHINGTON NATIONALS,Josh Bell,batted-ball,Batter,Handedness,2022,vs L as R,1.47,22.5%,46.1%,31.4%,9.4%,15.6%,2.1%,0.0%,35.3%,34.3%,30.4%,11.8%,62.7%,25.5%,476,187,289
WASHINGTON NATIONALS,Josh Bell,batted-ball,Batter,Handedness,2022,vs L,1.47,22.5%,46.1%,31.4%,9.4%,15.6%,2.1%,0.0%,35.3%,34.3%,30.4%,11.8%,62.7%,25.5%,476,187,289
WASHINGTON NATIONALS,Josh Bell,batted-ball,Batter,Handedness,2022,vs R,1.67,19.0%,50.6%,30.4%,7.8%,13.7%,4.7%,0.0%,44.6%,33.9%,21.4%,17.9%,51.2%,31.0%,866,340,526
WASHINGTON NATIONALS,Juan Soto,batted-ball,Batter,Handedness,2022,vs L as L,1.21,14.8%,46.6%,38.6%,11.8%,14.7%,0.0%,0.0%,31.8%,40.9%,27.3%,21.6%,51.1%,27.3%,574,249,325
WASHINGTON NATIONALS,Juan Soto,batted-ball,Batter,Handedness,2022,vs R as L,1.48,13.4%,51.7%,34.9%,3.8%,23.1%,5.2%,100.0%,34.7%,39.3%,26.0%,24.0%,48.0%,28.0%,967,444,523
WASHINGTON NATIONALS,Juan Soto,batted-ball,Batter,Handedness,2022,vs L,1.21,14.8%,46.6%,38.6%,11.8%,14.7%,0.0%,0.0%,31.8%,40.9%,27.3%,21.6%,51.1%,27.3%,574,249,325
WASHINGTON NATIONALS,Juan Soto,batted-ball,Batter,Handedness,2022,vs R,1.48,13.4%,51.7%,34.9%,3.8%,23.1%,5.2%,100.0%,34.7%,39.3%,26.0%,24.0%,48.0%,28.0%,967,444,523
WASHINGTON NATIONALS,Nelson Cruz,batted-ball,Batter,Handedness,2022,vs L as R,1.9,21.8%,51.3%,26.9%,0.0%,14.3%,7.5%,0.0%,38.5%,35.9%,25.6%,15.4%,57.7%,26.9%,448,174,274
