Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
CLEVELAND GUARDIANS,Ernie Clement,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,27.0,0.0%,0.0%,0.0%,1.0,6.0,0.5,0.0%,42.11,12.05
CLEVELAND GUARDIANS,Ernie Clement,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,5.4,0.0%,0.0%,0.0%,0.5,2.4,0.429,76.9%,10.91,4.0
CLEVELAND GUARDIANS,Shane Bieber,advanced,Pitcher,Handedness,2022,vs L,10.0,2.2,4.55,0.6,28.2%,6.2%,22.0%,0.202,0.98,0.268,71.1%,2.55,3.01
CLEVELAND GUARDIANS,Shane Bieber,advanced,Pitcher,Handedness,2022,vs R,8.31,2.08,4.0,0.59,22.6%,5.6%,16.9%,0.263,1.24,0.329,72.4%,2.86,3.31
CLEVELAND GUARDIANS,Aaron Civale,advanced,Pitcher,Handedness,2022,vs L,9.78,3.13,3.13,1.17,25.0%,8.0%,17.0%,0.278,1.43,0.344,55.6%,3.67,3.6
CLEVELAND GUARDIANS,Aaron Civale,advanced,Pitcher,Handedness,2022,vs R,7.8,2.1,3.71,1.5,19.3%,5.2%,14.1%,0.303,1.47,0.348,59.5%,4.74,4.46
CLEVELAND GUARDIANS,Triston McKenzie,advanced,Pitcher,Handedness,2022,vs L,9.73,3.41,2.86,1.46,27.4%,9.6%,17.8%,0.15,0.89,0.157,90.6%,4.43,4.3
CLEVELAND GUARDIANS,Triston McKenzie,advanced,Pitcher,Handedness,2022,vs R,7.03,2.08,3.38,1.6,19.9%,5.9%,14.0%,0.233,1.08,0.25,77.6%,4.65,4.41
CLEVELAND GUARDIANS,Zach Plesac,advanced,Pitcher,Handedness,2022,vs L,4.35,3.48,1.25,1.52,10.9%,8.7%,2.2%,0.268,1.45,0.268,73.3%,5.72,5.72
CLEVELAND GUARDIANS,Zach Plesac,advanced,Pitcher,Handedness,2022,vs R,8.27,1.29,6.43,0.73,22.6%,3.5%,19.1%,0.237,1.06,0.291,68.2%,2.89,3.28
CLEVELAND GUARDIANS,Cal Quantrill,advanced,Pitcher,Handedness,2022,vs L,6.64,3.98,1.67,1.33,17.2%,10.3%,6.9%,0.257,1.4,0.277,68.5%,4.95,4.83
CLEVELAND GUARDIANS,Cal Quantrill,advanced,Pitcher,Handedness,2022,vs R,4.67,1.67,2.8,1.0,12.4%,4.4%,8.0%,0.274,1.24,0.288,76.7%,4.29,4.64
CLEVELAND GUARDIANS,Emmanuel Clase,advanced,Pitcher,Handedness,2022,vs L,10.57,0.59,18.0,1.17,31.6%,1.8%,29.8%,0.145,0.59,0.167,64.5%,2.65,1.64
CLEVELAND GUARDIANS,Emmanuel Clase,advanced,Pitcher,Handedness,2022,vs R,9.43,2.14,4.4,0.0,26.8%,6.1%,20.7%,0.195,0.95,0.273,80.0%,1.73,2.44
CLEVELAND GUARDIANS,Trevor Stephan,advanced,Pitcher,Handedness,2022,vs L,10.5,3.0,3.5,0.75,25.0%,7.1%,17.9%,0.333,1.75,0.432,71.4%,2.86,2.89
CLEVELAND GUARDIANS,Trevor Stephan,advanced,Pitcher,Handedness,2022,vs R,9.0,2.14,4.2,0.43,25.9%,6.2%,19.8%,0.162,0.81,0.208,72.3%,2.59,3.81
CLEVELAND GUARDIANS,Eli Morgan,advanced,Pitcher,Handedness,2022,vs L,8.22,0.59,14.0,2.35,25.5%,1.8%,23.6%,0.148,0.59,0.111,0.0%,4.87,3.72
CLEVELAND GUARDIANS,Eli Morgan,advanced,Pitcher,Handedness,2022,vs R,12.91,1.96,6.6,0.78,37.5%,5.7%,31.8%,0.165,0.78,0.239,69.8%,2.28,2.51
CLEVELAND GUARDIANS,Bryan Shaw,advanced,Pitcher,Handedness,2022,vs L,9.0,4.91,1.83,0.0,22.4%,12.2%,10.2%,0.214,1.36,0.29,87.5%,3.02,3.83
CLEVELAND GUARDIANS,Bryan Shaw,advanced,Pitcher,Handedness,2022,vs R,7.36,3.93,1.88,3.44,18.1%,9.6%,8.4%,0.27,1.53,0.25,62.5%,7.91,4.65
CLEVELAND GUARDIANS,Sam Hentges,advanced,Pitcher,Handedness,2022,vs L,12.15,1.35,9.0,0.0,35.3%,3.9%,31.4%,0.191,0.83,0.3,83.3%,1.08,1.76
CLEVELAND GUARDIANS,Sam Hentges,advanced,Pitcher,Handedness,2022,vs R,8.83,5.19,1.7,1.56,22.1%,13.0%,9.1%,0.254,1.56,0.298,70.2%,5.13,4.0
CLEVELAND GUARDIANS,James Karinchak,advanced,Pitcher,Handedness,2022,vs L,18.0,0.0,4.0,0.0,57.1%,0.0%,57.1%,0.143,0.5,0.333,0.0%,-0.89,0.6
CLEVELAND GUARDIANS,James Karinchak,advanced,Pitcher,Handedness,2022,vs R,12.0,12.0,1.0,0.0,23.5%,23.5%,0.0%,0.333,2.67,0.444,75.0%,4.44,5.93
CLEVELAND GUARDIANS,Nick Sandlin,advanced,Pitcher,Handedness,2022,vs L,6.43,9.0,0.71,0.0,13.5%,18.9%,-5.4%,0.3,2.29,0.36,81.3%,4.68,5.75
CLEVELAND GUARDIANS,Nick Sandlin,advanced,Pitcher,Handedness,2022,vs R,8.62,6.32,1.36,1.15,24.2%,17.7%,6.5%,0.118,1.09,0.118,77.5%,4.96,4.63
CLEVELAND GUARDIANS,Enyel De Los Santos,advanced,Pitcher,Handedness,2022,vs L,6.23,7.27,0.86,1.04,15.4%,17.9%,-2.6%,0.2,1.5,0.208,71.4%,5.99,6.39
CLEVELAND GUARDIANS,Enyel De Los Santos,advanced,Pitcher,Handedness,2022,vs R,13.24,2.12,6.25,0.53,36.8%,5.9%,30.9%,0.21,1.0,0.316,76.9%,1.64,1.66
CLEVELAND GUARDIANS,Anthony Gose,advanced,Pitcher,Handedness,2022,vs L,12.46,2.08,6.0,2.08,36.4%,6.1%,30.3%,0.2,0.92,0.25,80.6%,4.38,2.58
CLEVELAND GUARDIANS,Anthony Gose,advanced,Pitcher,Handedness,2022,vs R,11.68,8.76,1.33,1.46,27.1%,20.3%,6.8%,0.196,1.7,0.241,65.9%,5.54,5.61
CLEVELAND GUARDIANS,Tanner Tully,advanced,Pitcher,Handedness,2022,vs L,4.50,0.00,1.00,0.00,12.5%,0.0%,12.5%,.250,1.00,.286,100.0%,2.11,3.60
CLEVELAND GUARDIANS,Tanner Tully,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,9.00,0.0%,0.0%,0.0%,.333,1.50,.143,0.0%,16.11,8.32
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
CLEVELAND GUARDIANS,Cody Morris,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
CLEVELAND GUARDIANS,Cody Morris,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.00,0.00,24.0%,4.0%,20.0%,.292,1.41,.389,87.5%,1.52,3.10
CLEVELAND GUARDIANS,Carlos Vargas,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
CLEVELAND GUARDIANS,Carlos Vargas,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
